event_id,is_anomalous,anomaly_type,severity,generation_reason
EVT_005935,False,NORMAL,none,Standard event within normal baseline
EVT_005936,False,NORMAL,none,Standard event within normal baseline
EVT_005937,True,BURST_ACTIVITY,high,Event occurred during sudden concentrated activity surge
EVT_005938,False,NORMAL,none,Standard event within normal baseline
EVT_005939,False,NORMAL,none,Standard event within normal baseline
EVT_005940,True,LOCATION_ANOMALY,medium,Event recorded with rapid impossible geographical transit
EVT_005941,False,NORMAL,none,Standard event within normal baseline
EVT_005942,False,NORMAL,none,Standard event within normal baseline
EVT_005943,True,BURST_ACTIVITY,high,Event occurred during sudden concentrated activity surge
EVT_005944,False,NORMAL,none,Standard event within normal baseline
EVT_005945,False,NORMAL,none,Standard event within normal baseline
EVT_005946,False,NORMAL,none,Standard event within normal baseline
EVT_005947,False,NORMAL,none,Standard event within normal baseline
EVT_005948,True,BURST_ACTIVITY,high,Event occurred during sudden concentrated activity surge
EVT_005949,False,NORMAL,none,Standard event within normal baseline
EVT_005950,False,NORMAL,none,Standard event within normal baseline
EVT_005951,False,NORMAL,none,Standard event within normal baseline
EVT_005952,False,NORMAL,none,Standard event within normal baseline
EVT_005953,False,NORMAL,none,Standard event within normal baseline
EVT_005954,False,NORMAL,none,Standard event within normal baseline
EVT_005955,True,BURST_ACTIVITY,high,Event occurred during sudden concentrated activity surge
EVT_005956,False,NORMAL,none,Standard event within normal baseline
EVT_005957,True,TRANSACTION_ANOMALY,high,Unusually high-value cross-account mule transfer
EVT_005958,False,NORMAL,none,Standard event within normal baseline
EVT_005959,False,NORMAL,none,Standard event within normal baseline
EVT_005960,False,NORMAL,none,Standard event within normal baseline
EVT_005961,False,NORMAL,none,Standard event within normal baseline
EVT_005962,False,NORMAL,none,Standard event within normal baseline
EVT_005963,False,NORMAL,none,Standard event within normal baseline
EVT_005964,False,NORMAL,none,Standard event within normal baseline
EVT_005965,True,BURST_ACTIVITY,high,Event occurred during sudden concentrated activity surge
EVT_005966,True,LOCATION_ANOMALY,medium,Event recorded with rapid impossible geographical transit
EVT_005967,True,BURST_ACTIVITY,high,Event occurred during sudden concentrated activity surge
EVT_005968,False,NORMAL,none,Standard event within normal baseline
EVT_005969,False,NORMAL,none,Standard event within normal baseline
EVT_005970,False,NORMAL,none,Standard event within normal baseline
EVT_005971,False,NORMAL,none,Standard event within normal baseline
EVT_005972,False,NORMAL,none,Standard event within normal baseline
EVT_005973,False,NORMAL,none,Standard event within normal baseline
EVT_005974,False,NORMAL,none,Standard event within normal baseline
EVT_005975,False,NORMAL,none,Standard event within normal baseline
EVT_005976,False,NORMAL,none,Standard event within normal baseline
EVT_005977,False,NORMAL,none,Standard event within normal baseline
EVT_005978,True,BURST_ACTIVITY,high,Event occurred during sudden concentrated activity surge
EVT_005979,False,NORMAL,none,Standard event within normal baseline
EVT_005980,False,NORMAL,none,Standard event within normal baseline
EVT_005981,True,BURST_ACTIVITY,high,Event occurred during sudden concentrated activity surge
EVT_005982,True,TRANSACTION_ANOMALY,high,Unusually high-value cross-account mule transfer
EVT_005983,False,NORMAL,none,Standard event within normal baseline
EVT_005984,False,NORMAL,none,Standard event within normal baseline
EVT_005985,False,NORMAL,none,Standard event within normal baseline
EVT_005986,False,NORMAL,none,Standard event within normal baseline
EVT_005987,False,NORMAL,none,Standard event within normal baseline
EVT_005988,True,LOCATION_ANOMALY,medium,Event recorded with rapid impossible geographical transit
EVT_005989,False,NORMAL,none,Standard event within normal baseline
EVT_005990,True,BURST_ACTIVITY,high,Event occurred during sudden concentrated activity surge
EVT_005991,False,NORMAL,none,Standard event within normal baseline
EVT_005992,False,NORMAL,none,Standard event within normal baseline
EVT_005993,False,NORMAL,none,Standard event within normal baseline
EVT_005994,False,NORMAL,none,Standard event within normal baseline
EVT_005995,False,NORMAL,none,Standard event within normal baseline
EVT_005996,False,NORMAL,none,Standard event within normal baseline
EVT_005997,False,NORMAL,none,Standard event within normal baseline
EVT_005998,False,NORMAL,none,Standard event within normal baseline
EVT_005999,False,NORMAL,none,Standard event within normal baseline
EVT_006000,True,BURST_ACTIVITY,high,Event occurred during sudden concentrated activity surge
EVT_006001,False,NORMAL,none,Standard event within normal baseline
EVT_006002,False,NORMAL,none,Standard event within normal baseline
EVT_006003,True,SHARED_INFRASTRUCTURE,high,Event originated from high-fanout shared device/IP cluster
EVT_006004,False,NORMAL,none,Standard event within normal baseline
EVT_006005,True,LOCATION_ANOMALY,medium,Event recorded with rapid impossible geographical transit
EVT_006006,False,NORMAL,none,Standard event within normal baseline
EVT_006007,True,BURST_ACTIVITY,high,Event occurred during sudden concentrated activity surge
EVT_006008,False,NORMAL,none,Standard event within normal baseline
EVT_006009,False,NORMAL,none,Standard event within normal baseline
EVT_006010,False,NORMAL,none,Standard event within normal baseline
EVT_006011,False,NORMAL,none,Standard event within normal baseline
EVT_006012,True,BURST_ACTIVITY,high,Event occurred during sudden concentrated activity surge
EVT_006013,False,NORMAL,none,Standard event within normal baseline
EVT_006014,False,NORMAL,none,Standard event within normal baseline
EVT_006015,False,NORMAL,none,Standard event within normal baseline
EVT_006016,False,NORMAL,none,Standard event within normal baseline
EVT_006017,False,NORMAL,none,Standard event within normal baseline
EVT_006018,False,NORMAL,none,Standard event within normal baseline
EVT_006019,False,NORMAL,none,Standard event within normal baseline
EVT_006020,False,NORMAL,none,Standard event within normal baseline
EVT_006021,False,NORMAL,none,Standard event within normal baseline
EVT_006022,False,NORMAL,none,Standard event within normal baseline
EVT_006023,False,NORMAL,none,Standard event within normal baseline
EVT_006024,False,NORMAL,none,Standard event within normal baseline
EVT_006025,False,NORMAL,none,Standard event within normal baseline
EVT_006026,False,NORMAL,none,Standard event within normal baseline
EVT_006027,False,NORMAL,none,Standard event within normal baseline
EVT_006028,False,NORMAL,none,Standard event within normal baseline
EVT_006029,False,NORMAL,none,Standard event within normal baseline
EVT_006030,False,NORMAL,none,Standard event within normal baseline
EVT_006031,False,NORMAL,none,Standard event within normal baseline
EVT_006032,False,NORMAL,none,Standard event within normal baseline
EVT_006033,False,NORMAL,none,Standard event within normal baseline
EVT_006034,True,BURST_ACTIVITY,high,Event occurred during sudden concentrated activity surge
EVT_006035,False,NORMAL,none,Standard event within normal baseline
EVT_006036,False,NORMAL,none,Standard event within normal baseline
EVT_006037,False,NORMAL,none,Standard event within normal baseline
EVT_006038,False,NORMAL,none,Standard event within normal baseline
EVT_006039,False,NORMAL,none,Standard event within normal baseline
EVT_006040,False,NORMAL,none,Standard event within normal baseline
EVT_006041,False,NORMAL,none,Standard event within normal baseline
EVT_006042,True,COMMUNICATION_ANOMALY,medium,High-frequency short duration ping call
EVT_006043,False,NORMAL,none,Standard event within normal baseline
EVT_006044,False,NORMAL,none,Standard event within normal baseline
EVT_006045,False,NORMAL,none,Standard event within normal baseline
EVT_006046,True,LOCATION_ANOMALY,medium,Event recorded with rapid impossible geographical transit
EVT_006047,True,BURST_ACTIVITY,high,Event occurred during sudden concentrated activity surge
EVT_006048,False,NORMAL,none,Standard event within normal baseline
EVT_006049,True,BURST_ACTIVITY,high,Event occurred during sudden concentrated activity surge
EVT_006050,False,NORMAL,none,Standard event within normal baseline
EVT_006051,False,NORMAL,none,Standard event within normal baseline
EVT_006052,False,NORMAL,none,Standard event within normal baseline
EVT_006053,False,NORMAL,none,Standard event within normal baseline
EVT_006054,True,BURST_ACTIVITY,high,Event occurred during sudden concentrated activity surge
EVT_006055,True,TRANSACTION_ANOMALY,high,Unusually high-value cross-account mule transfer
EVT_006056,True,BURST_ACTIVITY,high,Event occurred during sudden concentrated activity surge
EVT_006057,False,NORMAL,none,Standard event within normal baseline
EVT_006058,False,NORMAL,none,Standard event within normal baseline
EVT_006059,False,NORMAL,none,Standard event within normal baseline
EVT_006060,False,NORMAL,none,Standard event within normal baseline
EVT_006061,False,NORMAL,none,Standard event within normal baseline
EVT_006062,False,NORMAL,none,Standard event within normal baseline
EVT_006063,False,NORMAL,none,Standard event within normal baseline
EVT_006064,False,NORMAL,none,Standard event within normal baseline
EVT_006065,False,NORMAL,none,Standard event within normal baseline
EVT_006066,False,NORMAL,none,Standard event within normal baseline
EVT_006067,False,NORMAL,none,Standard event within normal baseline
EVT_006068,False,NORMAL,none,Standard event within normal baseline
EVT_006069,True,HIGH_ACTIVITY,medium,Elevated transactional volume from network hub
EVT_006070,False,NORMAL,none,Standard event within normal baseline
EVT_006071,False,NORMAL,none,Standard event within normal baseline
EVT_006072,False,NORMAL,none,Standard event within normal baseline
EVT_006073,False,NORMAL,none,Standard event within normal baseline
EVT_006074,False,NORMAL,none,Standard event within normal baseline
EVT_006075,False,NORMAL,none,Standard event within normal baseline
EVT_006076,False,NORMAL,none,Standard event within normal baseline
EVT_006077,False,NORMAL,none,Standard event within normal baseline
EVT_006078,True,HIGH_ACTIVITY,medium,Elevated transactional volume from network hub
EVT_006079,False,NORMAL,none,Standard event within normal baseline
EVT_006080,False,NORMAL,none,Standard event within normal baseline
EVT_006081,False,NORMAL,none,Standard event within normal baseline
EVT_006082,True,TRANSACTION_ANOMALY,high,Unusually high-value cross-account mule transfer
EVT_006083,False,NORMAL,none,Standard event within normal baseline
EVT_006084,False,NORMAL,none,Standard event within normal baseline
EVT_006085,False,NORMAL,none,Standard event within normal baseline
EVT_006086,False,NORMAL,none,Standard event within normal baseline
EVT_006087,False,NORMAL,none,Standard event within normal baseline
EVT_006088,False,NORMAL,none,Standard event within normal baseline
EVT_006089,False,NORMAL,none,Standard event within normal baseline
EVT_006090,False,NORMAL,none,Standard event within normal baseline
EVT_006091,True,BURST_ACTIVITY,high,Event occurred during sudden concentrated activity surge
EVT_006092,False,NORMAL,none,Standard event within normal baseline
EVT_006093,False,NORMAL,none,Standard event within normal baseline
EVT_006094,False,NORMAL,none,Standard event within normal baseline
EVT_006095,False,NORMAL,none,Standard event within normal baseline
EVT_006096,False,NORMAL,none,Standard event within normal baseline
EVT_006097,True,BURST_ACTIVITY,high,Event occurred during sudden concentrated activity surge
EVT_006098,True,COMMUNICATION_ANOMALY,medium,High-frequency short duration ping call
EVT_006099,False,NORMAL,none,Standard event within normal baseline
EVT_006100,False,NORMAL,none,Standard event within normal baseline
EVT_006101,True,BURST_ACTIVITY,high,Event occurred during sudden concentrated activity surge
EVT_006102,False,NORMAL,none,Standard event within normal baseline
EVT_006103,False,NORMAL,none,Standard event within normal baseline
EVT_006104,False,NORMAL,none,Standard event within normal baseline
EVT_006105,False,NORMAL,none,Standard event within normal baseline
EVT_006106,False,NORMAL,none,Standard event within normal baseline
EVT_006107,False,NORMAL,none,Standard event within normal baseline
EVT_006108,False,NORMAL,none,Standard event within normal baseline
EVT_006109,False,NORMAL,none,Standard event within normal baseline
EVT_006110,False,NORMAL,none,Standard event within normal baseline
EVT_006111,True,BURST_ACTIVITY,high,Event occurred during sudden concentrated activity surge
EVT_006112,False,NORMAL,none,Standard event within normal baseline
EVT_006113,False,NORMAL,none,Standard event within normal baseline
EVT_006114,False,NORMAL,none,Standard event within normal baseline
EVT_006115,False,NORMAL,none,Standard event within normal baseline
EVT_006116,False,NORMAL,none,Standard event within normal baseline
EVT_006117,False,NORMAL,none,Standard event within normal baseline
EVT_006118,False,NORMAL,none,Standard event within normal baseline
EVT_006119,False,NORMAL,none,Standard event within normal baseline
EVT_006120,False,NORMAL,none,Standard event within normal baseline
EVT_006121,False,NORMAL,none,Standard event within normal baseline
EVT_006122,False,NORMAL,none,Standard event within normal baseline
EVT_006123,False,NORMAL,none,Standard event within normal baseline
EVT_006124,False,NORMAL,none,Standard event within normal baseline
EVT_006125,False,NORMAL,none,Standard event within normal baseline
EVT_006126,False,NORMAL,none,Standard event within normal baseline
EVT_006127,True,BURST_ACTIVITY,high,Event occurred during sudden concentrated activity surge
EVT_006128,False,NORMAL,none,Standard event within normal baseline
EVT_006129,False,NORMAL,none,Standard event within normal baseline
EVT_006130,False,NORMAL,none,Standard event within normal baseline
EVT_006131,False,NORMAL,none,Standard event within normal baseline
EVT_006132,True,HIGH_ACTIVITY,medium,Elevated transactional volume from network hub
EVT_006133,False,NORMAL,none,Standard event within normal baseline
EVT_006134,False,NORMAL,none,Standard event within normal baseline
EVT_006135,False,NORMAL,none,Standard event within normal baseline
EVT_006136,False,NORMAL,none,Standard event within normal baseline
EVT_006137,False,NORMAL,none,Standard event within normal baseline
EVT_006138,False,NORMAL,none,Standard event within normal baseline
EVT_006139,False,NORMAL,none,Standard event within normal baseline
EVT_006140,False,NORMAL,none,Standard event within normal baseline
EVT_006141,False,NORMAL,none,Standard event within normal baseline
EVT_006142,False,NORMAL,none,Standard event within normal baseline
EVT_006143,False,NORMAL,none,Standard event within normal baseline
EVT_006144,False,NORMAL,none,Standard event within normal baseline
EVT_006145,True,BURST_ACTIVITY,high,Event occurred during sudden concentrated activity surge
EVT_006146,True,COMMUNICATION_ANOMALY,medium,High-frequency short duration ping call
EVT_006147,False,NORMAL,none,Standard event within normal baseline
EVT_006148,False,NORMAL,none,Standard event within normal baseline
EVT_006149,False,NORMAL,none,Standard event within normal baseline
EVT_006150,False,NORMAL,none,Standard event within normal baseline
EVT_006151,False,NORMAL,none,Standard event within normal baseline
EVT_006152,False,NORMAL,none,Standard event within normal baseline
EVT_006153,False,NORMAL,none,Standard event within normal baseline
EVT_006154,False,NORMAL,none,Standard event within normal baseline
EVT_006155,False,NORMAL,none,Standard event within normal baseline
EVT_006156,False,NORMAL,none,Standard event within normal baseline
EVT_006157,False,NORMAL,none,Standard event within normal baseline
EVT_006158,True,COMMUNICATION_ANOMALY,medium,High-frequency short duration ping call
EVT_006159,False,NORMAL,none,Standard event within normal baseline
EVT_006160,True,TRANSACTION_ANOMALY,high,Unusually high-value cross-account mule transfer
EVT_006161,False,NORMAL,none,Standard event within normal baseline
EVT_006162,False,NORMAL,none,Standard event within normal baseline
EVT_006163,False,NORMAL,none,Standard event within normal baseline
EVT_006164,False,NORMAL,none,Standard event within normal baseline
EVT_006165,False,NORMAL,none,Standard event within normal baseline
EVT_006166,False,NORMAL,none,Standard event within normal baseline
EVT_006167,False,NORMAL,none,Standard event within normal baseline
EVT_006168,False,NORMAL,none,Standard event within normal baseline
EVT_006169,False,NORMAL,none,Standard event within normal baseline
EVT_006170,False,NORMAL,none,Standard event within normal baseline
EVT_006171,False,NORMAL,none,Standard event within normal baseline
EVT_006172,False,NORMAL,none,Standard event within normal baseline
EVT_006173,False,NORMAL,none,Standard event within normal baseline
EVT_006174,True,TRANSACTION_ANOMALY,high,Unusually high-value cross-account mule transfer
EVT_006175,False,NORMAL,none,Standard event within normal baseline
EVT_006176,False,NORMAL,none,Standard event within normal baseline
EVT_006177,False,NORMAL,none,Standard event within normal baseline
EVT_006178,False,NORMAL,none,Standard event within normal baseline
EVT_006179,False,NORMAL,none,Standard event within normal baseline
EVT_006180,False,NORMAL,none,Standard event within normal baseline
EVT_006181,False,NORMAL,none,Standard event within normal baseline
EVT_006182,False,NORMAL,none,Standard event within normal baseline
EVT_006183,False,NORMAL,none,Standard event within normal baseline
EVT_006184,False,NORMAL,none,Standard event within normal baseline
EVT_006185,False,NORMAL,none,Standard event within normal baseline
EVT_006186,False,NORMAL,none,Standard event within normal baseline
EVT_006187,False,NORMAL,none,Standard event within normal baseline
EVT_006188,False,NORMAL,none,Standard event within normal baseline
EVT_006189,False,NORMAL,none,Standard event within normal baseline
EVT_006190,False,NORMAL,none,Standard event within normal baseline
EVT_006191,True,BURST_ACTIVITY,high,Event occurred during sudden concentrated activity surge
EVT_006192,False,NORMAL,none,Standard event within normal baseline
EVT_006193,True,BURST_ACTIVITY,high,Event occurred during sudden concentrated activity surge
EVT_006194,True,TRANSACTION_ANOMALY,high,Unusually high-value cross-account mule transfer
EVT_006195,True,BURST_ACTIVITY,high,Event occurred during sudden concentrated activity surge
EVT_006196,False,NORMAL,none,Standard event within normal baseline
EVT_006197,True,BURST_ACTIVITY,high,Event occurred during sudden concentrated activity surge
EVT_006198,False,NORMAL,none,Standard event within normal baseline
EVT_006199,False,NORMAL,none,Standard event within normal baseline
EVT_006200,False,NORMAL,none,Standard event within normal baseline
EVT_006201,True,LOCATION_ANOMALY,medium,Event recorded with rapid impossible geographical transit
EVT_006202,False,NORMAL,none,Standard event within normal baseline
EVT_006203,False,NORMAL,none,Standard event within normal baseline
EVT_006204,True,LOCATION_ANOMALY,medium,Event recorded with rapid impossible geographical transit
EVT_006205,False,NORMAL,none,Standard event within normal baseline
EVT_006206,False,NORMAL,none,Standard event within normal baseline
EVT_006207,False,NORMAL,none,Standard event within normal baseline
EVT_006208,False,NORMAL,none,Standard event within normal baseline
EVT_006209,True,BURST_ACTIVITY,high,Event occurred during sudden concentrated activity surge
EVT_006210,False,NORMAL,none,Standard event within normal baseline
EVT_006211,False,NORMAL,none,Standard event within normal baseline
EVT_006212,True,BURST_ACTIVITY,high,Event occurred during sudden concentrated activity surge
EVT_006213,True,LOCATION_ANOMALY,medium,Event recorded with rapid impossible geographical transit
EVT_006214,True,BURST_ACTIVITY,high,Event occurred during sudden concentrated activity surge
EVT_006215,True,BURST_ACTIVITY,high,Event occurred during sudden concentrated activity surge
EVT_006216,False,NORMAL,none,Standard event within normal baseline
EVT_006217,True,BURST_ACTIVITY,high,Event occurred during sudden concentrated activity surge
EVT_006218,False,NORMAL,none,Standard event within normal baseline
EVT_006219,False,NORMAL,none,Standard event within normal baseline
EVT_006220,False,NORMAL,none,Standard event within normal baseline
EVT_006221,False,NORMAL,none,Standard event within normal baseline
EVT_006222,False,NORMAL,none,Standard event within normal baseline
EVT_006223,False,NORMAL,none,Standard event within normal baseline
EVT_006224,False,NORMAL,none,Standard event within normal baseline
EVT_006225,False,NORMAL,none,Standard event within normal baseline
EVT_006226,False,NORMAL,none,Standard event within normal baseline
EVT_006227,False,NORMAL,none,Standard event within normal baseline
EVT_006228,False,NORMAL,none,Standard event within normal baseline
EVT_006229,False,NORMAL,none,Standard event within normal baseline
EVT_006230,False,NORMAL,none,Standard event within normal baseline
EVT_006231,False,NORMAL,none,Standard event within normal baseline
EVT_006232,False,NORMAL,none,Standard event within normal baseline
EVT_006233,False,NORMAL,none,Standard event within normal baseline
EVT_006234,False,NORMAL,none,Standard event within normal baseline
EVT_006235,True,BURST_ACTIVITY,high,Event occurred during sudden concentrated activity surge
EVT_006236,True,BURST_ACTIVITY,high,Event occurred during sudden concentrated activity surge
EVT_006237,True,COMMUNICATION_ANOMALY,medium,High-frequency short duration ping call
EVT_006238,False,NORMAL,none,Standard event within normal baseline
EVT_006239,False,NORMAL,none,Standard event within normal baseline
EVT_006240,False,NORMAL,none,Standard event within normal baseline
EVT_006241,False,NORMAL,none,Standard event within normal baseline
EVT_006242,True,BURST_ACTIVITY,high,Event occurred during sudden concentrated activity surge
EVT_006243,False,NORMAL,none,Standard event within normal baseline
EVT_006244,True,BURST_ACTIVITY,high,Event occurred during sudden concentrated activity surge
EVT_006245,False,NORMAL,none,Standard event within normal baseline
EVT_006246,False,NORMAL,none,Standard event within normal baseline
EVT_006247,False,NORMAL,none,Standard event within normal baseline
EVT_006248,False,NORMAL,none,Standard event within normal baseline
EVT_006249,False,NORMAL,none,Standard event within normal baseline
EVT_006250,False,NORMAL,none,Standard event within normal baseline
EVT_006251,False,NORMAL,none,Standard event within normal baseline
EVT_006252,False,NORMAL,none,Standard event within normal baseline
EVT_006253,True,TRANSACTION_ANOMALY,high,Unusually high-value cross-account mule transfer
EVT_006254,False,NORMAL,none,Standard event within normal baseline
EVT_006255,False,NORMAL,none,Standard event within normal baseline
EVT_006256,False,NORMAL,none,Standard event within normal baseline
EVT_006257,False,NORMAL,none,Standard event within normal baseline
EVT_006258,False,NORMAL,none,Standard event within normal baseline
EVT_006259,False,NORMAL,none,Standard event within normal baseline
EVT_006260,False,NORMAL,none,Standard event within normal baseline
EVT_006261,True,BURST_ACTIVITY,high,Event occurred during sudden concentrated activity surge
EVT_006262,False,NORMAL,none,Standard event within normal baseline
EVT_006263,True,SHARED_INFRASTRUCTURE,high,Event originated from high-fanout shared device/IP cluster
EVT_006264,True,BURST_ACTIVITY,high,Event occurred during sudden concentrated activity surge
EVT_006265,False,NORMAL,none,Standard event within normal baseline
EVT_006266,False,NORMAL,none,Standard event within normal baseline
EVT_006267,True,BURST_ACTIVITY,high,Event occurred during sudden concentrated activity surge
EVT_006268,True,BURST_ACTIVITY,high,Event occurred during sudden concentrated activity surge
EVT_006269,False,NORMAL,none,Standard event within normal baseline
EVT_006270,False,NORMAL,none,Standard event within normal baseline
EVT_006271,True,BURST_ACTIVITY,high,Event occurred during sudden concentrated activity surge
EVT_006272,False,NORMAL,none,Standard event within normal baseline
EVT_006273,False,NORMAL,none,Standard event within normal baseline
EVT_006274,False,NORMAL,none,Standard event within normal baseline
EVT_006275,False,NORMAL,none,Standard event within normal baseline
EVT_006276,False,NORMAL,none,Standard event within normal baseline
EVT_006277,False,NORMAL,none,Standard event within normal baseline
EVT_006278,False,NORMAL,none,Standard event within normal baseline
EVT_006279,True,BURST_ACTIVITY,high,Event occurred during sudden concentrated activity surge
EVT_006280,False,NORMAL,none,Standard event within normal baseline
EVT_006281,False,NORMAL,none,Standard event within normal baseline
EVT_006282,False,NORMAL,none,Standard event within normal baseline
EVT_006283,False,NORMAL,none,Standard event within normal baseline
EVT_006284,False,NORMAL,none,Standard event within normal baseline
EVT_006285,False,NORMAL,none,Standard event within normal baseline
EVT_006286,False,NORMAL,none,Standard event within normal baseline
EVT_006287,False,NORMAL,none,Standard event within normal baseline
EVT_006288,True,SHARED_INFRASTRUCTURE,high,Event originated from high-fanout shared device/IP cluster
EVT_006289,True,BURST_ACTIVITY,high,Event occurred during sudden concentrated activity surge
EVT_006290,False,NORMAL,none,Standard event within normal baseline
EVT_006291,False,NORMAL,none,Standard event within normal baseline
EVT_006292,False,NORMAL,none,Standard event within normal baseline
EVT_006293,False,NORMAL,none,Standard event within normal baseline
EVT_006294,False,NORMAL,none,Standard event within normal baseline
EVT_006295,True,COMMUNICATION_ANOMALY,medium,High-frequency short duration ping call
EVT_006296,False,NORMAL,none,Standard event within normal baseline
EVT_006297,False,NORMAL,none,Standard event within normal baseline
EVT_006298,False,NORMAL,none,Standard event within normal baseline
EVT_006299,True,BURST_ACTIVITY,high,Event occurred during sudden concentrated activity surge
EVT_006300,False,NORMAL,none,Standard event within normal baseline
EVT_006301,False,NORMAL,none,Standard event within normal baseline
EVT_006302,False,NORMAL,none,Standard event within normal baseline
EVT_006303,False,NORMAL,none,Standard event within normal baseline
EVT_006304,True,COMMUNICATION_ANOMALY,medium,High-frequency short duration ping call
EVT_006305,True,COMMUNICATION_ANOMALY,medium,High-frequency short duration ping call
EVT_006306,True,BURST_ACTIVITY,high,Event occurred during sudden concentrated activity surge
EVT_006307,False,NORMAL,none,Standard event within normal baseline
EVT_006308,False,NORMAL,none,Standard event within normal baseline
EVT_006309,False,NORMAL,none,Standard event within normal baseline
EVT_006310,False,NORMAL,none,Standard event within normal baseline
EVT_006311,False,NORMAL,none,Standard event within normal baseline
EVT_006312,False,NORMAL,none,Standard event within normal baseline
EVT_006313,False,NORMAL,none,Standard event within normal baseline
EVT_006314,False,NORMAL,none,Standard event within normal baseline
EVT_006315,True,HIGH_ACTIVITY,medium,Elevated transactional volume from network hub
EVT_006316,True,BURST_ACTIVITY,high,Event occurred during sudden concentrated activity surge
EVT_006317,True,TRANSACTION_ANOMALY,high,Unusually high-value cross-account mule transfer
EVT_006318,False,NORMAL,none,Standard event within normal baseline
EVT_006319,False,NORMAL,none,Standard event within normal baseline
EVT_006320,False,NORMAL,none,Standard event within normal baseline
EVT_006321,True,BURST_ACTIVITY,high,Event occurred during sudden concentrated activity surge
EVT_006322,False,NORMAL,none,Standard event within normal baseline
EVT_006323,False,NORMAL,none,Standard event within normal baseline
EVT_006324,False,NORMAL,none,Standard event within normal baseline
EVT_006325,False,NORMAL,none,Standard event within normal baseline
EVT_006326,True,BURST_ACTIVITY,high,Event occurred during sudden concentrated activity surge
EVT_006327,False,NORMAL,none,Standard event within normal baseline
EVT_006328,False,NORMAL,none,Standard event within normal baseline
EVT_006329,True,BURST_ACTIVITY,high,Event occurred during sudden concentrated activity surge
EVT_006330,False,NORMAL,none,Standard event within normal baseline
EVT_006331,False,NORMAL,none,Standard event within normal baseline
EVT_006332,False,NORMAL,none,Standard event within normal baseline
EVT_006333,False,NORMAL,none,Standard event within normal baseline
EVT_006334,False,NORMAL,none,Standard event within normal baseline
EVT_006335,False,NORMAL,none,Standard event within normal baseline
EVT_006336,False,NORMAL,none,Standard event within normal baseline
EVT_006337,False,NORMAL,none,Standard event within normal baseline
EVT_006338,False,NORMAL,none,Standard event within normal baseline
EVT_006339,False,NORMAL,none,Standard event within normal baseline
EVT_006340,False,NORMAL,none,Standard event within normal baseline
EVT_006341,False,NORMAL,none,Standard event within normal baseline
EVT_006342,False,NORMAL,none,Standard event within normal baseline
EVT_006343,False,NORMAL,none,Standard event within normal baseline
EVT_006344,True,BURST_ACTIVITY,high,Event occurred during sudden concentrated activity surge
EVT_006345,True,TRANSACTION_ANOMALY,high,Unusually high-value cross-account mule transfer
EVT_006346,False,NORMAL,none,Standard event within normal baseline
EVT_006347,True,BURST_ACTIVITY,high,Event occurred during sudden concentrated activity surge
EVT_006348,False,NORMAL,none,Standard event within normal baseline
EVT_006349,False,NORMAL,none,Standard event within normal baseline
EVT_006350,False,NORMAL,none,Standard event within normal baseline
EVT_006351,False,NORMAL,none,Standard event within normal baseline
EVT_006352,False,NORMAL,none,Standard event within normal baseline
EVT_006353,False,NORMAL,none,Standard event within normal baseline
EVT_006354,False,NORMAL,none,Standard event within normal baseline
EVT_006355,True,TRANSACTION_ANOMALY,high,Unusually high-value cross-account mule transfer
EVT_006356,True,BURST_ACTIVITY,high,Event occurred during sudden concentrated activity surge
EVT_006357,False,NORMAL,none,Standard event within normal baseline
EVT_006358,False,NORMAL,none,Standard event within normal baseline
EVT_006359,False,NORMAL,none,Standard event within normal baseline
EVT_006360,False,NORMAL,none,Standard event within normal baseline
EVT_006361,False,NORMAL,none,Standard event within normal baseline
EVT_006362,True,TRANSACTION_ANOMALY,high,Unusually high-value cross-account mule transfer
EVT_006363,True,BURST_ACTIVITY,high,Event occurred during sudden concentrated activity surge
EVT_006364,False,NORMAL,none,Standard event within normal baseline
EVT_006365,False,NORMAL,none,Standard event within normal baseline
EVT_006366,False,NORMAL,none,Standard event within normal baseline
EVT_006367,False,NORMAL,none,Standard event within normal baseline
EVT_006368,True,BURST_ACTIVITY,high,Event occurred during sudden concentrated activity surge
EVT_006369,False,NORMAL,none,Standard event within normal baseline
EVT_006370,False,NORMAL,none,Standard event within normal baseline
EVT_006371,False,NORMAL,none,Standard event within normal baseline
EVT_006372,False,NORMAL,none,Standard event within normal baseline
EVT_006373,False,NORMAL,none,Standard event within normal baseline
EVT_006374,False,NORMAL,none,Standard event within normal baseline
EVT_006375,False,NORMAL,none,Standard event within normal baseline
EVT_006376,False,NORMAL,none,Standard event within normal baseline
EVT_006377,False,NORMAL,none,Standard event within normal baseline
EVT_006378,False,NORMAL,none,Standard event within normal baseline
EVT_006379,False,NORMAL,none,Standard event within normal baseline
EVT_006380,False,NORMAL,none,Standard event within normal baseline
EVT_006381,True,BURST_ACTIVITY,high,Event occurred during sudden concentrated activity surge
EVT_006382,False,NORMAL,none,Standard event within normal baseline
EVT_006383,False,NORMAL,none,Standard event within normal baseline
EVT_006384,False,NORMAL,none,Standard event within normal baseline
EVT_006385,False,NORMAL,none,Standard event within normal baseline
EVT_006386,False,NORMAL,none,Standard event within normal baseline
EVT_006387,False,NORMAL,none,Standard event within normal baseline
EVT_006388,False,NORMAL,none,Standard event within normal baseline
EVT_006389,False,NORMAL,none,Standard event within normal baseline
